"","CPTV SPORTS"
"FOX","KQDS"
"THIS","WGN This TV"
"","ANIMALPLANET HD"
"","Education"
"","MDU-WAFF-HD"
"CBS","KGWC HDTV"
"","The Discovery Channel HDTV (West)"
"","SDV-MORE-MAX HD"
"","INDIEPLEX HD-DI"
"","JEWLERY-DI"
"","SDV GAME4 MLB4 NHL4"
"","TV ONE HD-DI"
"","SDV EVENTS HD"
"","SDV-PLAYBOY"
"FOX","KCBA HDTV"
"","SIC  Internacional"
"","HD-SHOW SHOWCASE W"
"","HD-MTV"
"","HD - KSPX ION TUR"
"","MLB Network"
"","CINEMAX HDTV"
"","Showtime Showcase HDTV (East)"
"","MTV2 (East)"
"","Disney Junior SD East"
"","Thriller Max W HD"
"","Star India plus"
"NBC","WILX HDTV"
"PBS","Public TV 13 WNMU"
"CW","WBXX"
"CBS","WSPA"
"","MDU-ION"
"","Sundance"
"","Weatherscan"
"","WTXX HV"
"FOX","WQRF HDTV"
"MNT","KSMO"
"","Jefferson Schools"
"","Cox Sports Television HDTV"
"","PC STARZ CINEMA EAST"
"","CBS Sports HD "
"","GARAGE"
"","MC TODDLER TUNES"
"","PPV Barker"
"","Berlin City"
"","Root Sports Rocky Mountain (Rockies No Surcharge Games)"
"DECAD","KCNC Decades"
"","MOVIEMAX EAST"
"","HGTV-DI"
"","SDV EWTN"
"","Sports Free On Demand"
"","MAX EAST-DI"
"NBC","KIEMDT"
"","NICKHD"
"","HD-Showtime Women"
"","Encore Classic HDTV (East)"
"","FYI HDTV"
"","Oxygen"
"","ABC"
"","TMC"
"","IND03"
"","GolTV HDTV"
"","ENCORE"
"","Smithsonian Ch. "
"","Cooking"
"","La Familia Network"
"","CPTV4U"
"","WNBC NY NONSTOP"
"","WNJUE Exitos TV 47"
"","Charter Main Street Ironwood"
"Bounce","WMYA Bounce TV"
"COMET","WMYA Comet TV"
"MNT","WDKA"
"NBC","KXAS"
"","MILITARY CHANNEL"
"","KAZD"
"","FOX SPORTS PLUS"
"","MDU-WVTM-HD"
"","Chilton City"
"","Waunakee City Ch 1"
"PBS","OPB HDTV"
"GRIT","KVAL Grit TV"
"","KAZA-HDENCP"
"","City Of Big Bear-DI"
"","SDV BARKER"
"","CRTS-TV3-DC"
"","Starz HD on Demand"
"PBS","KYVE Create"
"","Flix West"
"","FX Network"
"","Daystar-SD"
"","Encore Espanol-SD"
"","Comcast SportsNet Bay Area/California Plus"
"","TRINITY"
"","Musica Urbana"
"PBS","WHRO HDTV"
"","UniM�s HDTV (East)"
"","Health & Wellness"
"BUZZR","WMYT Buzzr"
"FOX","WGHP"
"","SMITH HD"
"","RFD-HD"
"","TELE EL SALVADOR"
"","RETRO PLEX HD"
"","FOX "
"","Starz Cinema HD"
"","WHPX HD"
"","WGBY WORLD"
"FOX","WSJV"
"","Fox Sports Midwest Plus (St. Louis)"
"CW","WBRL"
"NBC","WVLA HDTV"
"","More Max-West HD"
"","The Movie Channel Xtra - West HD"
"","DISCOVERY CIVILIZATION"
"","FOX SPORTS ESPANOL - DIGITAL"
"","TMCHDW"
"","Sturgeon Bay Gov."
"","Waunakee City Ch 2"
"","Altitude Sports & Entertainment (Colorado) HDTV 24/7"
"NBC","KTVM"
"","MCAT Public Access Channel 189"
"","Starz Kids & Family (West)"
"","KCAL 9-HDENCP"
"","KRCA-DIENCP"
"","BET-DI"
"","KAZA-DIENCP"
"","CSPAN HD-DI"
"","SDV SHO3W"
"","CINE MEXICANO"
"","Horse Racing"
"FOX","KCYU HDTV"
"getTV","KIRO GetTV"
"","KKFX  HD FOX 11"
"","Showtime 2 West"
"","Showtime East"
"","Encore Classic W"
"","KVIE PBS KIDS-SD"
"ABC","WXYZ"
"","HBO Latino HDTV (West)"
"","Starz HDTV (West)"
"","Showtime Next East HDTV (East)"
"","Diagnostics"
"","The Movie Channel HD (East)"
"","Fox Deportes en Espa�ol (U.S.)"
"LAFF","WCWG Laff TV"
"","Alabama Cable Network"
"","TELEFORMULA"
"","WNBC HD"
"","VOD Channel 43 (11363)"
"PBS","ETV World"
"","St. Cloud State Sports Network HDTV"
"","High Definition PBS - KERA"
"","HOME BOX OFFICE ZONE"
"","HBO2 WEST HD"
"","KDFI MYTV HD"
"GRIT","KFVS GRIT"
"COZI","WIYC Cozi TV"
"MeTV","KVLY MeTV"
"ABC","KTMF HDTV"
"CBS","KREZ HDTV"
"","OUTERMAX EAST"
"","EWTN HD-DI"
"","MEXICANA"
"","SDV ENCORE DRAMA"
"","SYFY DI"
"","ENCORE FAMILY"
"","FOX BUSINESS NET-DI"
"ABC","KSBW ABC SDTV"
"","KCOY"
"","Cinemax HDTV (East)"
"","Showtime Next (East)"
"","WNEU HD"
"","Regional Sports Xtra"
"","Discovery Familia "
"","Sorpresa "
"","MOVIE PLEX HD"
"","ENCORE HD WEST"
"","CPTV HD "
"","WEDH PBS"
"","EDACC14"
"","NESN SD Overflow"
"CBS","WILM HDTV"
"MNT","WFTC"
"ABC","KMBC"
"","ULTRA FAMILIA HD"
"","ART & ENTERTAINMENT HD"
"IND","KTXA HDTV"
"MNT","WAMY"
"","ION NET"
"ABC","WXOW HDTV"
"CBS","KGWL"
"","USA Network HDTV (West)"
"","DISCOVERY FAMILIA"
"","Playboy en Espanol (Duplicate)"
"","Ritmosan-SD"
"","HD-Ultra Mex"
"","Canal Sur-SD"
"","KTFK DT3 GETTV-SD"
"","SHO After Hours"
"","HBO Latino (East)"
"Bounce","WXYZ Bounce TV"
"","Baby First TV "
"","Starz in Black"
"","FUSION"
"","Gospel"
"","Ultra Cl�sico HDTV"
"","WBIR MeTV"
"","Leased Access Morristown"
"","TN State Legislation"
"","ESPN 2 HD"
"PBS","APT HDTV"
"","EL GARAGE HD"
"","FOX DESPORTES HD"
"","MC-Solid Gold Oldies"
"","C-SPAN2"
"","Hallmark Movie HD"
"CBS","WBKB HDTV"
"ANTEN","KSTC Antenna TV"
"","HD KCTV"
"","Beaver Dam Schools"
"FOX","WLUK"
"","ENCORE HD-W"
"FOX","WZAW HDTV"
"","KTVPA KTV Public Access"
"PBS","KTSC"
"UNI","KLUZ Univision 42"
"","ActionMAX (West)"
"AZTECA","Azteca America Network (West)"
"","SDV FOX SPORTS ATL"
"","DAYSTAR-DI"
"","SDV NATIONAL GEO HD"
"","KVCR-DIENCP"
"","SDV-GALA DPI"
"","SDV ESPNU"
"","STARZ COMEDY WEST"
"","EPIX ON DEMAND ST-RT"
"","3D Movies On Demand"
"","ETTV SUPER"
"CBS","KIMA"
"","Showtime Women-E-SD"
"","ESPN GG BB"
"","HBO Family HDTV (East)"
"PBS","WTVS"
"","HBO Zone HDTV (East)"
"","Music Choice R&B Classics"
"","FXATL"
"","Film Fest Channel"
"","FOX HD"
"","El Rey HD"
"GRIT","WXLV Grit TV"
"","MDU-WGN"
"","HSNHD"
"","FX-HD"
"","EPIX HD WEST"
"","WATL-MY"
"","NYSLC"
"","MoviePlex HD"
"","SHO Series S-Z"
"","Greenville Tech"
"CW","KOMU CW+ HDTV"
"ABC","KDNL HDTV"
"","Regional Access Mo. Ch. 18"
"","ENCORE WEST"
"","DISCOVERY CH"
"PBS","WSIU World"
"","MDU-WDEF"
"NBC","KVLY HDTV"
"","Classic Arts Showcase"
"CBS","KGWN"
"COZI","KGBY Cozi"
"","KTLA 5 HDENCP"
"","HBO LAT HD EAST-DI"
"","ShopHQ HD-DI"
"","WOMENS ENTERTAINMENT"
"","PlayboyTV en Esp LnBEQ"
"DECAD","KSTW Decades"
"CBS","KOIN HDTV"
"","HD-HBO 2 W"
"","HD-HALLMARK CH W"
"","MovieMAX East-SD"
"","HD-Super Canal"
"MNT","MyTri-Cities WAPK HDTV"
"","The Weather Channel"
"","Epix On Demand"
"","IFC (East)"
"","Estudio 5 HDTV"
"IND","TVN HDTV - Televisión Nacional de Chile"
"","Azteca America Network (East)"
"","Music Choice Dance/EDM"
"","Estudio 5"
"","ESPN2 HD"
"ION","WPXK HDTV"
"","Multimedios TV "
"","MDU-WSFAD-NBC"
"","Shopping "
"","EDACC17"
"","WNYW FOX HD"
"CBS","WNCT HDTV"
"","Mainstreet TV Asheville 98"
"PBS","WTCI"
"FOX","KQFX FOX HDTV"
"MNT","WCGV HDTV"
"PBS","KSMQ MN"
"CW","WUCW"
"","Showtime Extreme-West HD"
"MMAX","KFWD MUNDOMAX HDTV"
"","MC KIDZ ONLY"
"MeTV","WLAX MeTV"
"","PBS-HDENCP"
"","SDV SHOWTIME EAST"
"","CLASSIC COUNTRY"
"","Indie and Intl-H"
"","CLASSIC R&B"
"","ETTV NEWS-DIENCP"
"","SDV NHL ICE 11"
"","HD-ShopHQ"
"","HBO (East)"
"PBS","WCMUDT"
"","Hallmark Channel HDTV (East)"
"","Fox Business Network"
"","Music Choice Musica Urbana"
"","CCSPN"
"","CSPAN HD"
"","NATIONAL GEO HD"
"","MAX Latino"
"","Local Interest"
"","Jazz"
"PBS","Q-TV MHZ Worldview"
"","Regional Sports Extra Games"
"CBS","WBTV"
"","WLTZD"
"MNT","WATL"
"","Max Latino"
"FOX","WSFX HDTV"
"","TWC - The Weather Channel HD"
"TBN","WWRS"
"PBS","LPB2"
"","ZEE TV Programomg HD"
"","WFAA3 traffic"
"","Fox Deportes Esp HD"
"","SDV NICK TOONS"
"","HES CHRTR MEDIA-DC"
"","SDV-LA TELE NOV SD"
"","SDV CMT PURE COUNTRY"
"","TW SPORTSNET HD-DI"
"","SDV NHL ICE 12"
"IND","KZJO JOEtv"
"","Showtime 2 HDTV (West)"
"","FX (East)"
"","Consumer News & Business Channel"
"","NatGeo WILD"
"","NFL RedZone HDTV (Charter/No Pregame)"
"","HTV Música"
"","BABY FIRST SAP"
"CW","WUPV"
"","Insp Net HD East"
"","ENCORE CLASSIC HD"
"","BOOMERANG"
"","SPIKEHD"
"","Cable News Network en Espa?ol"
"","NAT GEO WILD"
"","OUTDOOR HD"
"","Teleformula HD"
"","WKPT"
"","WETP-BT3-PBS Create"
"","TRINITY BROADCAST NETWORK"
"","TiVi 5 Monde HD"
"FOX","WVUE"
"PBS","LPB3"
"","Zee Bollywood TV SD"
"","ULTRA FIESTA HD"
"","SHOWTIME WOMEN"
"PBS","NET World"
"","Marshfield Community"
"THIS","KDUH ThisTV"
"","KTLA-DIENCP"
"","HLN-DI"
"","TNT-DI"
"","SDV TVG"
"","A & E HD"
"","SDV LOVE WEST"
"","SHOW TUNES"
"","New Releases on Demand"
"","TELEFORMULA HD-DI"
"","SDV NHL ICE 13"
"","Community TV of Santa Cruz County Government"
"","HBO EAST"
"GRIT","Grit TV"
"","Syfy (East)"
"","Cable Satellite Public Affairs Network"
"","Fox Sports 1"
"","Univisión Deportes"
"","LMN HDTV (East)"
"","Lifetime"
"","SPROUT HD"
"","Kids & Teen Free "
"","Universal HD"
"","SHOWTIME 2 WEST HD"
"","SHOWTIME W"
"","WTNH ABC"
"","Encore West "
"Bounce","WIS Bounce TV"
"","ed acc ch 6"
"PBS","Lakeland Plus"
"","Great American Country HD"
"","WFAA2"
"","MC LIGHT CLASSICAL"
"","MC SOFT ROCK"
"","Travel & Leisure "
"","Merrill City Ch"
"","HBO Family (West)"
"PBS","KUSM Create"
"CBS","KPIC"
"","Pop (West)"
"","Travel Channel HDTV (West)"
"","CCTV9-DIENCP"
"","ADULT TO 40"
"","GAC HD-DI "
"","SDV NHL ICE 14"
"","HD-Starz Kids E"
"","Fox Sports 2"
"","Food Network HDTV (East)"
"","Daystar Television Network HDTV"
"","NESN"
"","WUTF HD"
"","FIVE STAR MAX"
"","SHOWTIME"
"","Daystar TV Network"
"CBS","WNCT"
"","Jobs OnDemand"
"","Latele Novela "
"","Emergency Alert System"
"","FAM HD"
"","IND1"
"","Univision Deportes HD"
"","TMC Xtra W HD"
"ABC","WTVC HDTV"
"NBC","KARE"
"","MPTC"
"","Fox Sports New Orleans"
"","INDEPENDENT FILM CH (DIGITAL)"
"","AYM SPORTS"
"","EPIX HD-W"
"","THE MOVIE CHANNEL"
"","MC COUNTRY HITS"
"","ANTENNA 3 "
"GRIT","WNAB Grit"
"CBS","KLFY HDTV"
"","Algoma City"
"","The Disney Channel HDTV (West)"
"","Starz! Cinema (West)"
"","KLCS-4 WORLD"
"","KTLATHIS-DIENCP"
"","SDV-SMITHSONIAN SD"
"","OXYGEN-DC"
"","SDV HBO HD"
"","SDV VIDEO ROLA"
"","EDUCTIONAL-DIENCP"
"","SDV-TMC EXTRA HD"
"","SDV STARZ WEST"
"","R&B HITS"
"TELEXI","KSTS Exitos TV 48"
"ION","KKPX HDTV"
"","KKFX"
"","CNN en ESPANOL"
"","RLZHD"
"","HD - CMT West"
"","Tivi 5 Monde-SD"
"PBS","WTVS Create"
"","HBO FAMILY HD"
"","HBO "
"","Party Favorites"
"","Epix West"
"","Video Rola HD"
"","Bandamax (U.S.)"
"","News Science Free "
"","WLTZ-CW-HD"
"","EPIX WEST"
"","ESPNUHD"
"","Tennis"
"","OTB"
"TBN","WHSG"
"","Extreme Sports"
"","Home Shopping HD"
"","WWLP NBC"
"PBS","KMOS World"
"NBC","WTMJ"
"","Charter Main Street - Buffalo (14)"
"","Cox Sports Television (Louisiana SEC blackout)"
"","FOX NEWS CHANNEL HD"
"","Cinemax HDTV-West"
"","NBC WEATHERPLUS"
"","Sports & Recreation"
"IND","WIAT Untamed Sports"
"","SEMILLITAS"
"","WFIQ-PBS"
"IND","Nashville WX Channel"
"","Univisión Network (Pacific)"
"","Altitude Sports & Entertainment HDTV"
"","NHL Center Ice & MLB Extra Innings HDTV"
"","Root Sports Northwest 24/7 HDTV (Boise Mariners No Surcharge Games)"
"","TV Land HDTV (West)"
"","KCAL-DIENCP"
"","SDV SCIENCE HD"
"","CITY-DIENCP"
"","SDV-TENNIS"
"","NEWS & SCIENCE ST-RT"
"AZTECA","KRRI Azteca America 25"
"","IndiPlex-SD"
"","HDPPV S"
"","Women's Entertainment Network (East)"
"","Music Choice Mexicana"
"","TV 5 Monde Info HDTV"
"","Cable News Network en Espa�ol (USA)"
"","Thriller Max"
"","WKNX HD"
"CTN","WYBU"
"","IFC"
"","HDNTMOVIE"
"","MC-Musica Urbana"
"","IND3"
"","Iliusion"
"","MUN2"
"","WEMT FOX"
"","MC-Today's Country"
"","Indemand Channel 801"
"","LOCAL ACCESS 21"
"","WCTX HD "
"","Fox Sports North Wisconsin"
"IND","WMLW HDTV"
"","Hartford Schools JT1"
"","Showtime - Next - East"
"","TVN HDTV - Televisi?n Nacional de Chile"
"ABC","WKRN HDTV"
"PBS","WLJT World"
"CBS","KSTFDT"
"","5STARMAX EAST HD-DI"
"","KBEH-DIENCP"
"","CHTR-MEDIA-DIENCP"
"","TV GUIDE HD-DI"
"","SDV-CINE LATINO"
"","Root Sports Northwest 24/7 HDTV (Seattle)"
"","SYfy Channel"
"","HD - DISNEY XD West"
"","Multimedios TV-SD"
"","HD - KQCA MYTV TUR"
"","HDPPV T"
"","More Max HDTV (West)"
"","Playboy Premium"
""," Starz West"
"","Inspirational Ntwk HD"
"","History Channel"
"","MC10"
"JN","WFMY The Justice Network"
"","ABC Family Channel (East)"
"","RITMOSUN"
"","WSBHD-ABC"
"","CNN HD "
"Movie","WCTI Movies!"
"GRIT","WLUC Grit TV"
"NBC","KYTV HDTV"
"","Big Ten Network HDTV (Wisconsin)"
"","WFLD DT1-FOX-CHCGIL"
"SONL","WIWN HDTV"
"PBS","KSMQ MHz Worldview"
"THIS","KSTC ThisTV"
"","WWL TV's Eye Witness News"
"","MC METAL"
"","Charter Media Birmingham"
"","MDU-WBIQ-HD"
"CBS","KGIN HDTV"
"NBC","KUSA HDTV"
"","DI-NICK JR"
"","KNBC 4-HDENCP"
"CW","KRNS CW+ HDTV"
"","KFFV TV"
"","Home and Garden HD"
"","HD - KMAX CW TUR"
"","Women's Entertainment HDTV (East)"
"","BBC World News HDTV"
"","Antena 3 (Internacional)"
"","AMER MOVIE CL"
"","Kids Unlimited"
"","UNIVISION"
"","History HD Zone 4"
"","IFC Free"
"","MC11"
"","Univisi�n Deportes"
"","Playboy"
"","WNNE"
"","NHL Network"
"NBC","WECT HDTV"
"","PALLADIA HD"
"","Thriller Max-East HD"
"","TiVi5 Monde "
"","ACTION EAST (DIGITAL)"
"","Indemand Channel 803"
"","Sturgeon Bay Community"
"RTV","W43BR"
"","Nicktoons Network HDTV (West)"
"","JEWELRY TV HD-DI"
"","SDV-Disc Fit & Health"
"","GSN HD-DI"
"","SDV Fox Sports 1 HD"
"","WEATHER CHANNEL DI"
"","ESPN DEPORTES-DI"
"UNI","KDTV HDTV Univision 14"
"","HD-EPIX E"
"","HD-Unimas"
"IND","WNAB American Sports Network"
"","Upgrade Instantly Through Your Remote!"
"","Canal Once XEIPN Internacional"
"","HBO HD"
"","Eternal Word TV HD"
"IND","TVN HDTV - Televisi�n Nacional de Chile"
"","MC12"
"","Fox Life (Argentina)"
"","Visitor Channel"
"CBS","WMAZ HDTV"
"CBS","WRBL"
"","MC-Tropicales"
"","Eternal World Ntwk HD"
"","WAPK HDTV"
"UNI","WUMN Univision 13"
"CBS","WDJT HDTV"
"","COOKING CHANNEL HD"
"","MC THROWBACK JAMZ"
"CW","KXLF CW+ SDTV"
"","SDV TVONE"
"","SDV-HBO EAST SD"
"","SDV-PIVOT SD"
"","SDV-GMA LIFE TV"
"","TVK24-DI"
"","HD-Jewelry TV"
"","HD - KFSN LV WL LIV"
"","The Discovery Channel (East)"
"","Jewelry Television"
"","Cinemax West"
"","Upgrade Now"
"","WTNZ FOX"
"","FREEFORM"
"","MC13"
"","SDBusiness News"
"Movie","WAGA Movies!"
"","MC-Adult Alternative"
"","IND7"
"","EWTN ESPANOL"
"","SET ASIA"
"","Smithsonian Channel"
"","Ultra Mex HD"
"JN","WZZM The Justice Network"
"PBS","WNIT InFocus"
"FOX","KMSP"
"PBS","WMAH"
"","Fox Sports Plus"
"","AZTECA"
"","MC Y2K"
"","FreeForm"
"NBC","WOWT HDTV"
"PBS","WCTE Create"
"","Charter Media Montgomery"
"CBS","WKBT HDTV"
"","Root Sports Rocky Mountain HDTV"
"","HD - Willow Cricket TV"
"","ION-DIENCP"
"","Mnet"
"","SDV CALIFORNIA CH"
"","POLICE-DIENCP"
"","INSP LIFE"
"","SDV NHL CHANNEL"
"","SDV PAY PREVIEW BARKER"
"","SDV-FORO TV HD"
"","HERE! O D ST-RT"
"","WWE Classics On Demand"
"CBS","KVIQ SDTV"
"JN","KING Justice Network"
"MNT","KPDX HDTV"
"","HBO 2 HDTV (West)"
"","Cine Mexicano"
"","TV5 U.S."
"","Sundance TV"
"","MC14"
"","HBO LATINO HD WEST"
"","Cinemax on Demand"
"","MC Singers & Swing"
"","MC-Hip-Hop and R&B"
"","MC-Contemp Christan"
"","VPT PBS HD"
"","ESPNDep"
"","Fox Sports 1 HD"
"","Sprout HD"
"","NESN OVFL HD"
"","Charter Communications CCIN"
"TELMUN","WSNS HDTV Telemundo"
"CBS","WDJT"
"CBS","KIMT HDTV"
"","REELZ CHANNEL HD"
"","MORE MAX HD-E"
"","MAVERIC TV"
"FOX","KADN"
"","MDU-WAAY"
"NBC","KMTR"
"THIS","KOBI ThisTV"
"","AMC HDTV (West)"
"","SDV BYU"
"","TRU TV HD-DI"
"","SKYLINK"
"","SHOWTIME HD OD ST-RT"
"","SDV-TV ASIA SD"
"","FM-KPCC"
"CBS","KREM"
"PBS","SOPTV Create"
"LAFF","KIRO Laff TV"
"","HD-Starz Edge E"
"","HD-Ultra Macho"
"","Freeform (East)"
"","Local Access Programming"
"","Disney Junior HDTV East"
"","Playboy TV Latin America & Iberia HDTV"
"","COOKING HD"
"","SHOW BEYOND HD"
"","Jewelry TV HD"
"CW","WGNT HDTV"
"","10 News 2 "
"PBS","WKOP HDTV"
"","Starz In Black HDTV (East)"
"","ESPN Goal Line SD"
"","MC15"
"","Azteca America Network HDTV (East)"
"","HBO Comdedy"
"","HBO2 West HD"
"","WEDW PBS"
"","SHO Series HD E-M"
"","Charter All Digital"
"CW","KCWE"
"CBS","KFVS"
"ABC","KSPR"
"Movie","WFTC Movies!"
"CW","KCWE HDTV"
"","ULTRA KIDZ HD"
"","Indemand Channel 807"
"","Playboy Espanol"
"ABC","WAAY HDTV"
"","MDU-WHDF"
"UNI","KVSN Univision 48"
"","National Geographic Channel HDTV (West)"
"","SDV SCIENCE CHANNEL"
"","KLCS KIDS"
"","SHOW NEXT HD-DI"
"","SDV-SET ASIA HD"
"","SDVTEST1"
"IND","KTSF VIETODAY"
"PBS","KYVE HDTV"
"GRIT","KRXI Grit TV"
"","AYM Sports-SD"
"","The Movie Channel Xtra HDTV (West)"
"","Remote Control"
"IND","WSKY"
"","MC16"
"","GolTV HD (Spanish)"
"","GALAVISION HD"
"","WPTZ-DT NBC"
"","Starz West HD"
"MNT","WXSPDT"
"CBS","WLTX"
"","Fox Sports Wisconsin Plus (Part-Time)"
"","Fox Sports Wisconsin 24/7 HDTV"
"","Fox Sports Wisconsin Plus HDTV"
"Create,PUBSYN,PBS","WHWC Create"
"","Kewaskum Schools"
"","(797)The Weather Channel-HD"
"","(954)iN DEMAND 4-Events"
"","HBO Family HD"
"","MDU-WCIQD-PBS"
"","Holmen School Dist"
"FOX","KEVN"
"","Altitude Sports & Entertainment (Utah, Idaho) HDTV 24/7"
"","MTV (West)"
"","Travel Channel (West)"
"","SDV MAXHD"
"","MTV HD-DI"
"","SDV-HBO FAMILY HD"
"","SDV TV ONE"
"","VENT LOC 6-DIENCP"
"","SDV-Video Rola HD"
"LiveWell","KGO Live Well HDTV"
"","SHOP HQ-SD-AD"
"","The Disney Channel (East)"
"","Comedy Central (East)"
"","The Golf Channel"
"","Oxygen HDTV"
"","Univisi�n Network (East)"
"","CNBC"
"","EWTN"
"","here! Monthly"
"","Discovery Family"
"","Beacon"
"","MC17"
"","TVN - Television Internacional de Chile"
"","Charter Regional Sports Channel"
"","CMTHD"
"","MDU-CSPAN"
"","Daystar Television"
"","WETK2 PBS PLUS"
"","Showtime Ex W HD"
"","Playboy HD"
"","WNBC HV"
"ION","WPXU HDTV"
"PBS","KETC"
"","government access 3"
"PBS","tpt MN"
"IND","WVLA Weather Center"
"","THE HISTORY CHANNEL HD"
"","HTV M?sica"
"","E! ENTERTAINMENT"
"","MDU-WTTO-DT2"
"CW","WLMT HDTV"
"Bounce","WAFF Bounce TV"
"","City of Columbus"
"FOX","WEUX HDTV"
"CW","WAOW CW+ SDTV"
"PBS","KRMA HDTV"
"PBS","OPB Plus"
"","Curry County Programming"
"FOX","KMVU HDTV"
"","DISCOVERY HD-DI"
"","SDV ACTION WEST"
"","SDV TRUE WEST"
"","SDV-HITN SD"
"","SDV-Oprah Network"
"","MUN2-DI"
"TELMUN","KMUV Telemundo 23"
"","HD-Showtime Beyond"
"","Encore-East-SD"
"","MLB Network HDTV"
"","Discovery Family Channel HDTV"
"","Music Choice 90's"
"MeTV","WJRT MeTV"
"","SCIENCE CHANNEL"
"","SEC NETWORK HD"
"","En Espanol"
"","National Geo Wild HD"
"","MC18"
"MeTV","WRAZ Me-TV"
"getTV","WMYV Get TV"
"","WRBLD"
"","MC-Sounds of Season"
"","MC Easy Listening"
"","County Channel"
"","WCCT CW HD"
"","Showtime Too W HD"
"CW","WWMT CW HDTV"
"YouToo","WYHB"
"H&I","WMEU Heroes & Icons"
"","TRAVEL CHANNEL"
"","5StarMax HD"
"FOX","WHBQ HDTV"
"","Antigo City Ch 1"
"CW","WHDF HDTV"
"CW","WYOW CW+"
"NBC","KNOP"
"","KCPM"
"CW","KMTF CW+ HDTV"
"","EPIX HD EAST-DI"
"","FamilyNet-SD"
"","Travel & Leisure"
"","KOVR DT2 DECADES"
"","Food Network (East)"
"","ThrillerMAX HDTV (West)"
"","The Movie Channel HDTV (West)"
"","Starz In Black (East)"
"","Bravo HDTV (East)"
"","El Garage HDTV"
"","De Película Clásico"
"","OWN HD"
"","HBO SIG HD"
"","FXPAC"
"","ZEE TV Programing HD"
"CBS","WTKR"
"","MC19"
"Movie","WJZY Movies!"
"","Havoc Sports"
"TCTHD","WTLJ"
"ABC","WTVO HDTV"
"FOX","WITI HDTV"
"","BIOGRAPHY CHANNEL HD"
"","Regional Sports Extra"
"","NHL NETWORK"
"","KERA DT2 PBS WORLD"
"","Telehit (Latin America)"
"","MC HIP-HOP CLASSICS"
"","H.P. ISD"
"","FUEL"
"","Antigo City Ch 2"
"","Dodgeville City Ch 1"
"","MDU-WAAY-HD"
"","SDV BET HD"
"","SDV TV LAND HD"
"","SDV SMIHD"
"","Hallmark Movies and Mysteries West"
"","HD-ONE WORLD SPORTS"
"ABC","KRCR HDTV"
"","Nickelodeon (East)"
"","Chiller"
"","HBO Signature (East)"
"","Discovery Life Channel"
"","MSNBC"
"NBC","WILX"
"IND","WKNX"
"","SF Mag Rack"
"","MC-Music Urbana"
"","WNYW HV"
"","Fox Sports Midwest MO-1D (Cardinals and Blues No Surcharge Games)"
"ABC","WISN HDTV"
"CBS","KIMT"
"","Beaver Dam City Channel"
"","BET ON JAZZ"
"","STYLE"
"","DISNEY CH"
"","MDU-WPXH-HD"
"","Dodgeville City Ch 2"
"AMGTV","KQEG"
"CW","WQOW CW+ HDTV"
"","SDV HBOPW"
"","K06MU-BB CH"
"","Fox Deportes-DI"
"","HD PPV SERVICE"
"","SDV-Ant3TVIntercnlHD"
"","REGGAE"
"UNI","KSMS Univision 67"
"","KSBY CW HD"
"","HD-Estudio 5"
"","ActionMAX HDTV (West)"
"","Starz In Black HDTV"
"MNT","WMYD HDTV"
"PBS","Q-TV Today HDTV"
"","Dance/EDM"
"","NFL Network"
"","TV ONE"
"","CBS HD"
"","HD-WTNZ"
"","NBC Sports"
"","VOD_BEACON"
"NBC","WSFA"
"","BANDAMAX"
"","MULTIMEDIOS"
"","NBCUNIVERSO HD "
"","Mundo Fox Latin America"
"","NBC SPORTS NTWK"
"","PPV en Espanol (iND7)"
"","CEF Mag Rack"
"GRIT","WUCW GRIT"
"","RFD TV HD"
"","STARZ! EAST IN BLACK"
"","WTVA"
"","WZTV WeatherNation"
"","WAKA"
"MNT","KIDK My Network"
"TELMUN","KXHD Telemundo 36"
"","Smithsonian Channel (West)"
"","E!HD-DI"
"","LBGOV-DIENCP"
"","KTLA THIS-DIENCP"
"","SDV ACTION MAX WEST"
"","TWC SPORTSNET LA-HD"
"","SDV STARZ EDGE"
"","TOO MUCH OD ST-RT"
"PBS","KCTS Vme"
"","HD-SHOW EXTREME"
"","HD-GAC"
"","Charter Center Stage"
"ABC","WKPT"
"","De Película"
"","HGTV"
"","FOOD CHANNEL"
"","HGTV HD"
"","Fuse HD"
"","Caller ID on TV"
"","Fuse"
"","Fox Sports South 24/7 HDTV"
"","Telemundo "
"","FOX DEPORTES HD"
"","SHOWCASE  HD"
"CW","WUPA HDTV"
"","WCAX2 "
"","HBO Comedy E HD"
"NBC","KOMU HDTV"
"GRIT","KDNL Grit TV"
"","St. Louis Public Schools TV"
"","KARE DT - NBC"
"","Inspirational Network HD"
"","EL REY "
"","HD - The Weather Channel"
"DECAD","KTVT Decades"
"PBS","WLEF HDTV"
"NBC","KVLY"
"","Charter Main Street - Mankato (14)"
"CBS","KIDK HDTV"
"","MTV HDTV (West)"
"","SDV TCM"
"","SDV-ENCORE SUSPNSE HD"
"","SDV GOLTV"
"","Free Previews On Demand"
"","SDV-NBC Sports Network-HD"
"","SOLID GOLD OLDIES"
"","Chiller TV"
"","Sportsman"
"CW","WBSF"
"","WNAC FOX HD"
"","SHOWTIME WOMEN HD"
"","HBOFAM WEST HD"
"","WKPT ABC"
"","WPIX CW"
"","Ambient TV"
"","WisconsinEye"
"","NFL"
"","TV 5 Monde Info HD"
"CTN","WHTN"
"","WTVC"
"","Government Access 2 (4611)"
